P_DAY,RANK_ORDER,TRACK,ARTIST,ISRC,CHART_TYPE,COUNTRY,METRIC_TYPE
2025-01-02,78,Diamond Boy (DTM),SZA,USRC12403825,Top 200,US,most_streamed
2025-01-02,194,No More Hiding,SZA,USRC12403823,Top 200,US,most_streamed
2025-01-02,36,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-01-02,180,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-01-02,12,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-01-02,89,Drive,SZA,USRC12403822,Top 200,US,most_streamed
2025-01-02,74,Kitchen,SZA,USRC12403848,Top 200,US,most_streamed
2025-01-02,143,Chill Baby,SZA,USRC12403829,Top 200,US,most_streamed
2025-01-02,56,What Do I Do,SZA,USRC12403824,Top 200,US,most_streamed
2025-01-02,40,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-01-02,54,Another Life,SZA,USRC12403849,Top 200,US,most_streamed
2025-01-02,121,Low,SZA,USRC12204586,Top 200,US,most_streamed
2025-01-02,188,My Turn,SZA,USRC12403830,Top 200,US,most_streamed
2025-01-02,85,Crybaby,SZA,USRC12403847,Top 200,US,most_streamed
2025-01-02,27,Scorsese Baby Daddy,SZA,USRC12403827,Top 200,US,most_streamed
2025-01-02,159,Love Me 4 Me,SZA,USRC12403828,Top 200,US,most_streamed
2025-01-02,156,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2025-01-02,168,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2025-01-02,175,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-01-02,172,Dreamin,PARTYNEXTDOOR,USLD91766795,Top 200,US,most_streamed
2022-01-27,131,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2022-01-27,180,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2024-08-22,150,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-08-22,148,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-08-22,159,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-08-22,80,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-08-22,151,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-08-22,82,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-08-22,50,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-08-22,58,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2026-02-26,184,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2026-02-26,25,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-02-26,121,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2023-11-23,187,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-11-23,198,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-11-23,22,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-11-23,200,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-11-23,32,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-11-23,72,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-11-23,167,Perfect Night,LE SSERAFIM,USA2P2349660,Top 200,US,most_streamed
2023-11-23,187,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-02-29,117,EASY,LE SSERAFIM,USA2P2402101,Top 200,US,most_streamed
2024-02-29,143,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-02-29,193,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-02-29,20,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-02-29,5,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-02-29,93,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-02-29,69,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-02-29,193,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2022-08-18,134,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-08-18,105,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-08-18,114,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-08-18,39,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-08-18,114,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-08-04,160,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-08-04,111,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-08-04,108,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-08-04,108,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-08-04,53,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2025-12-04,39,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-03-13,58,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2025-03-13,81,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-03-13,66,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-03-13,87,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-03-13,192,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2025-03-13,158,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2025-03-13,99,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-03-13,121,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-03-13,169,Tweaker,GELO,QT3F42457524,Top 200,US,most_streamed
2023-09-14,167,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2023-09-14,155,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-09-14,25,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-09-14,29,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-09-14,194,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-09-14,92,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-09-14,137,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-09-14,95,MI EX TENÍA RAZÓN,KAROL G,USUG12305253,Top 200,US,most_streamed
2023-09-14,167,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2025-10-02,37,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-10-02,165,Touch,KATSEYE,USUM72407248,Top 200,US,most_streamed
2025-10-02,110,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-10-02,77,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-10-02,78,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-10-02,53,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-10-02,154,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-10-30,106,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-10-30,99,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-10-30,55,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2024-01-04,157,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2024-01-04,151,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2024-01-04,10,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-01-04,21,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-01-04,130,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-01-04,74,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-01-04,157,TRUCK BED,HARDY,QZ22S2200079,Top 200,US,most_streamed
2026-02-05,21,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-02-05,169,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2026-02-05,157,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-02-05,157,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-02-19,25,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-02-19,197,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-02-19,197,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2026-02-19,197,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-04-21,173,this is what falling in love feels like,JVKE,GBKPL2163189,Top 200,US,most_streamed
2022-04-21,76,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-04-21,159,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2022-04-21,200,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2022-04-21,45,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-04-21,41,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-04-21,25,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-04-21,98,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-04-21,135,Good Days,SZA,,Top 200,US,most_streamed
2022-04-21,133,Ni**as In Paris,JAY-Z,USUM71111621,Top 200,US,most_streamed
2022-04-21,101,Flower Shops (feat. Morgan Wallen),ERNEST,QZ22S2100091,Top 200,US,most_streamed
2022-04-21,25,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2025-04-17,97,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-04-17,127,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-04-17,193,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-04-17,137,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-04-17,81,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2023-03-02,23,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-03-02,83,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-03-02,19,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-03-02,2,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-03-02,58,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2023-03-02,44,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-03-02,98,Blind,SZA,USRC12204589,Top 200,US,most_streamed
2023-03-02,15,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-03-02,52,HOPE,NF,USUM72300445,Top 200,US,most_streamed
2023-03-02,121,GUCCI LOS PAÑOS,KAROL G,USUM72222544,Top 200,US,most_streamed
2023-03-02,97,MIENTRAS ME CURO DEL CORA,KAROL G,USUM72300862,Top 200,US,most_streamed
2023-03-02,190,BESTIES,KAROL G,USUM72300863,Top 200,US,most_streamed
2023-03-02,99,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2023-03-02,95,TUS GAFITAS,KAROL G,USUM72222549,Top 200,US,most_streamed
2023-03-02,101,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-03-02,164,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-10-10,101,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-10-10,154,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-10-10,54,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-10-10,62,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-10-10,57,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-10-10,102,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-10-10,175,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-10-10,165,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2024-08-29,162,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-08-29,69,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-08-29,140,Broken Clocks,SZA,USRC11701122,Top 200,US,most_streamed
2024-08-29,89,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-08-29,144,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-08-29,153,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-08-29,51,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-08-29,173,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-08-29,60,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2025-04-10,163,BMF,SZA,USRC12403826,Top 200,US,most_streamed
2025-04-10,88,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-04-10,119,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-04-10,141,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-04-10,129,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2023-04-27,15,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-04-27,140,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-04-27,155,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2023-04-27,26,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-04-27,39,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-04-27,132,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-04-27,131,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-04-27,69,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-04-27,7,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2025-06-19,107,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-06-19,136,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-06-19,183,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2025-06-19,171,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2026-01-08,200,NOT CUTE ANYMORE,ILLIT,USA2P2551249,Top 200,US,most_streamed
2026-01-08,51,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2026-01-08,19,Internet Girl,KATSEYE,USUM72512688,Top 200,US,most_streamed
2026-01-08,12,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2021-10-07,128,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2021-10-07,188,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2024-12-05,177,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-12-05,169,Dreamin,PARTYNEXTDOOR,USLD91766795,Top 200,US,most_streamed
2024-12-05,170,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-12-05,108,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-12-05,102,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-12-05,182,Nobody Gets Me,SZA,USRC12204598,Top 200,US,most_streamed
2024-12-05,174,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-12-05,191,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2025-12-11,195,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-02-15,131,Hey Daddy (Daddy's Home),USHER,USLF21000011,Top 200,US,most_streamed
2024-02-15,129,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-02-15,54,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-02-15,18,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-02-15,119,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-08-07,50,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-08-07,47,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-08-07,51,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2025-08-07,139,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-08-07,84,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-08-07,50,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-08-07,47,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-07-24,176,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-07-24,176,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2023-07-13,60,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-07-13,25,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-10-26,142,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-10-26,19,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-10-26,20,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-10-26,154,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-10-26,86,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-05-08,68,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-05-08,104,like JENNIE,JENNIE,USQX92500261,Top 200,US,most_streamed
2025-05-08,98,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-05-08,138,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-05-08,152,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-09-04,114,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2025-09-04,42,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-09-04,45,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-11-20,172,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-06-12,105,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-06-12,140,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-06-12,145,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2026-01-01,135,Die On This Hill,SIENNA SPIRO,USUG12508560,Top 200,US,most_streamed
2026-01-01,126,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2026-01-01,10,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2026-01-01,53,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2026-01-01,188,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2022-07-07,188,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-07-07,74,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-07-07,127,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-07-07,193,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-07-07,74,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-07-07,34,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2024-01-25,30,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-01-25,55,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-01-25,159,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-01-25,80,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2024-08-01,197,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2024-08-01,59,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2024-08-01,102,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2024-08-01,175,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2024-08-01,68,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2024-08-01,48,Si Antes Te Hubiera Conocido,KAROL G,USUG12400968,Top 200,US,most_streamed
2024-08-01,160,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2024-08-01,56,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,USJI10000001,Top 200,US,most_streamed
2025-06-05,88,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-06-05,144,Saturn,SZA,USRC12400216,Top 200,US,most_streamed
2025-06-05,162,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2025-06-05,195,LATINA FOREVA,KAROL G,USUG12502629,Top 200,US,most_streamed
2025-06-05,124,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2022-06-02,52,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-06-02,115,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-06-02,121,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-06-02,52,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-06-02,34,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-03-03,107,Ni**as In Paris,JAY-Z,USUM71111621,Top 200,US,most_streamed
2022-03-03,37,I Hate U,SZA,USRC12103605,Top 200,US,most_streamed
2022-03-03,92,Good Days,SZA,,Top 200,US,most_streamed
2022-03-03,137,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-03-03,168,Jocelyn Flores,XXXTENTACION,USUYG1156892,Top 200,US,most_streamed
2022-03-03,175,Fuck Love (feat. Trippie Redd),XXXTENTACION,USUYG1156898,Top 200,US,most_streamed
2022-03-03,200,Do It To It,ACRAZE,QZFPL2100100,Top 200,US,most_streamed
2022-03-03,36,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,GBUM72106057,Top 200,US,most_streamed
2022-03-03,11,abcdefu,GAYLE,USAT22103652,Top 200,US,most_streamed
2022-03-03,178,Scared Money (feat. J. Cole and Moneybagg Yo),YG,,Top 200,US,most_streamed
2022-03-03,177,this is what falling in love feels like,JVKE,GBKPL2163189,Top 200,US,most_streamed
2022-09-08,188,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2022-09-08,33,Pink Venom,BLACKPINK,KRA402200017,Top 200,US,most_streamed
2022-09-08,178,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-09-08,124,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-09-08,91,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-09-08,14,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-09-08,178,Wait a Minute!,WILLOW,QMJMT1500801,Top 200,US,most_streamed
2022-09-08,56,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2025-11-27,88,FEAR,NF,USUM72510181,Top 200,US,most_streamed
2025-12-25,72,"Merry Christmas, Happy Holidays",*NSYNC,DEA819800761,Top 200,US,most_streamed
2025-12-25,193,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-08-21,32,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-08-21,40,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-08-21,77,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2022-10-27,28,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-10-27,96,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-10-27,157,World's Smallest Violin,AJR,QMRSZ2003324,Top 200,US,most_streamed
2022-10-27,111,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2022-10-27,182,Shut Down,BLACKPINK,KRA402200020,Top 200,US,most_streamed
2024-07-18,170,You Shook Me All Night Long,AC/DC,AUAP08000047,Top 200,US,most_streamed
2023-05-11,7,Cupid - Twin Ver.,FIFTY FIFTY,KSA012239181,Top 200,US,most_streamed
2023-05-11,33,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2023-05-11,159,Good Days,SZA,USRC12004189,Top 200,US,most_streamed
2023-05-11,4,Kill Bill,SZA,USRC12204584,Top 200,US,most_streamed
2023-05-11,42,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2023-05-11,199,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2023-05-11,93,Low,SZA,USRC12204586,Top 200,US,most_streamed
2023-05-11,152,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2023-05-11,182,Break from Toronto,PARTYNEXTDOOR,USWB11302160,Top 200,US,most_streamed
2025-11-06,36,WHERE IS MY HUSBAND!,RAYE,QMFME2535037,Top 200,US,most_streamed
2025-11-06,103,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-11-06,116,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-11-06,153,Snooze,SZA,USRC12204591,Top 200,US,most_streamed
2025-11-06,103,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-11-06,116,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2022-11-10,30,Shirt,SZA,USRC12203632,Top 200,US,most_streamed
2022-11-10,108,Revenge,XXXTENTACION,USUYG1156895,Top 200,US,most_streamed
2022-11-10,37,golden hour,JVKE,GBKPL2204171,Top 200,US,most_streamed
2022-11-10,184,PROVENZA,KAROL G,USUM72205906,Top 200,US,most_streamed
2025-08-14,40,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
2025-08-14,43,Strategy (from the Netflix film KPop Demon Hunters),TWICE,US5TA2400303,Top 200,US,most_streamed
2025-08-14,66,JUMP,BLACKPINK,KRA402400094,Top 200,US,most_streamed
2025-08-14,59,Gabriela,KATSEYE,USUM72503465,Top 200,US,most_streamed
2025-08-14,116,Gnarly,KATSEYE,USUM72503410,Top 200,US,most_streamed
2025-08-14,169,Africa,TOTO,USSM19801941,Top 200,US,most_streamed
2025-08-14,40,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG) (from the Netflix film KPop Demon Hunters)",TWICE,USUG12504881,Top 200,US,most_streamed
